Code,Type,Term,Select for,Changes starting with 2015 cases,,,,,
9490/3,Rpt,Ganglioneuroblastoma,,,,,,,
9491/0,Rpt select for,Ganglioneuromatosis,"Brain, CNS, and Pituitary",,,,,,
9492/0,Rpt select for,Gangliocytoma,"Brain, CNS, and Pituitary",,,,,,
9493/0,Rpt select for,Dysplastic gangliocytoma of cerebellum (Lhermitte-Duclos),"Brain, CNS, and Pituitary",,,,,,
9500/3,Rpt,"Neuroblastoma, NOS",,,,,,,
9500/3,Rpt,Sympathicoblastoma,,,,,,,
9500/3,Rpt,Central neuroblastoma,,,,,,,
9501/0,Rpt select for,"Medulloepithelioma, benign","Brain, CNS, and Pituitary",,,,,,
9501/0,Rpt select for,"Diktyoma, benign","Brain, CNS, and Pituitary",,,,,,
9501/3,Rpt,"Medulloepithelioma, NOS",,,,,,,
9501/3,Rpt,"Diktyoma, malignant",,,,,,,
9502/0,Rpt select for,"Teratoid medulloepithelioma, benign","Brain, CNS, and Pituitary",,,,,,
9502/3,Rpt,Teratoid medulloepithelioma,,,,,,,
9503/3,Rpt,"Neuroepithelioma, NOS",,,,,,,
9504/3,Rpt,Spongioneuroblastoma,,,,,,,
9505/1,Rpt select for,"Ganglioglioma, NOS","Brain, CNS, and Pituitary",,,,,,
9505/3,Rpt,"Ganglioglioma, anaplastic",,,,,,,
9506/1,Rpt select for,Central neurocytoma,"Brain, CNS, and Pituitary",,,,,,
9506/1,Rpt select for,Neurocytoma,"Brain, CNS, and Pituitary",,,,,,
9506/1,Rpt select for,Cerebellar liponeurocytoma,"Brain, CNS, and Pituitary",,,,,,
9506/1,Rpt select for,Lipomatous medulloblastoma,"Brain, CNS, and Pituitary",,,,,,
9506/1,Rpt select for,Neurolipocytoma,"Brain, CNS, and Pituitary",,,,,,
9506/1,Rpt select for,Medullocytoma,"Brain, CNS, and Pituitary",,,,,,
9506/1,Rpt select for,Extraventricular neurocytoma,"Brain, CNS, and Pituitary",,,,,,
9507/0,Rpt select for,Pacinian tumor,"Brain, CNS, and Pituitary",,,,,,
9508/3,Rpt,Atypical teratoid/rhabdoid tumor,,,,,,,
9509/1,Rpt select for,Papillary glioneuronal tumor Use code 9505/1 in 2015,"Brain, CNS, and Pituitary",X,,,,,
9509/1,Rpt select for,Rosette-forming glioneuronal tumor,"Brain, CNS, and Pituitary",,,,,,
9510/0,Rpt select for,Retinocytoma,"Brain, CNS, and Pituitary",,,,,,
9510/3,Rpt,"Retinoblastoma, NOS",,,,,,,
9511/3,Rpt,"Retinoblastoma, differentiated",,,,,,,
9512/3,Rpt,"Retinoblastoma, undifferentiated",,,,,,,
9513/3,Rpt,"Retinoblastoma, diffuse",,,,,,,
9514/1,Rpt select for,"Retinoblastoma, spontaneously regressed","Brain, CNS, and Pituitary",,,,,,
9520/3,Rpt,Olfactory neurogenic tumor,,,,,,,
9521/3,Rpt,Olfactory neurocytoma,,,,,,,
9521/3,Rpt,Esthesioneurocytoma,,,,,,,
9522/3,Rpt,Olfactory neuroblastoma,,,,,,,
9522/3,Rpt,Esthesioneuroblastoma,,,,,,,
9523/3,Rpt,Olfactory neuroepithelioma,,,,,,,
9523/3,Rpt,Esthesioneuroepithelioma,,,,,,,
9530/0,Rpt select for,"Meningioma, NOS","Brain, CNS, and Pituitary",,,,,,
9530/0,Rpt select for,Microcystic meningioma,"Brain, CNS, and Pituitary",,,,,,
9530/0,Rpt select for,Secretory meningioma,"Brain, CNS, and Pituitary",,,,,,
9530/0,Rpt select for,Lymphoplasmacyte-rich meningioma,"Brain, CNS, and Pituitary",,,,,,
9530/0,Rpt select for,Metaplastic meningioma,"Brain, CNS, and Pituitary",,,,,,
9530/1,Rpt select for,"Meningiomatosis, NOS","Brain, CNS, and Pituitary",,,,,,
9530/1,Rpt select for,Diffuse meningiomatosis,"Brain, CNS, and Pituitary",,,,,,
9530/1,Rpt select for,Multiple meningiomas,"Brain, CNS, and Pituitary",,,,,,
9530/3,Rpt,"Meningioma, malignant",,,,,,,
9530/3,Rpt,"Meningioma, anaplastic",,,,,,,
9530/3,Rpt,Leptomeningeal sarcoma,,,,,,,
9530/3,Rpt,Meningeal sarcoma,,,,,,,
9530/3,Rpt,Meningothelial sarcoma,,,,,,,
9531/0,Rpt select for,Meningothelial meningioma,"Brain, CNS, and Pituitary",,,,,,
9531/0,Rpt select for,Endotheliomatous meningioma,"Brain, CNS, and Pituitary",,,,,,
9531/0,Rpt select for,Syncytial meningioma,"Brain, CNS, and Pituitary",,,,,,
9532/0,Rpt select for,Fibrous meningioma,"Brain, CNS, and Pituitary",,,,,,
9532/0,Rpt select for,Fibroblastic meningioma,"Brain, CNS, and Pituitary",,,,,,
9533/0,Rpt select for,Psammomatous meningioma,"Brain, CNS, and Pituitary",,,,,,
9534/0,Rpt select for,Angiomatous meningioma,"Brain, CNS, and Pituitary",,,,,,
9537/0,Rpt select for,Transitional meningioma,"Brain, CNS, and Pituitary",,,,,,
9537/0,Rpt select for,Mixed meningioma,"Brain, CNS, and Pituitary",,,,,,
9538/1,Rpt select for,Clear cell meningioma,"Brain, CNS, and Pituitary",,,,,,
9538/1,Rpt select for,Chordoid meningioma,"Brain, CNS, and Pituitary",,,,,,
9538/3,Rpt,Papillary meningioma,,,,,,,
9538/3,Rpt,Rhabdoid meningioma,,,,,,,
9539/1,Rpt select for,Atypical meningioma,"Brain, CNS, and Pituitary",,,,,,
9539/3,Rpt,Meningeal sarcomatosis,,,,,,,
9540/0,Rpt select for,"Neurofibroma, NOS","Brain, CNS, and Pituitary",,,,,,
9540/1,Rpt select for,"Neurofibromatosis, NOS","Brain, CNS, and Pituitary",,,,,,
9540/1,Rpt select for,Multiple neurofibromatosis,"Brain, CNS, and Pituitary",,,,,,
9540/1,Rpt select for,Von Recklinghausen disease,"Brain, CNS, and Pituitary",,,,,,
9540/1,Rpt select for,Recklinghausen disease,"Brain, CNS, and Pituitary",,,,,,
9540/3,Rpt,Malignant peripheral nerve sheath tumor,,,,,,,
9540/3,Rpt,"MPNST, NOS",,,,,,,
9540/3,Rpt,MPNST with glandular differentiation,,,,,,,
9540/3,Rpt,Epithelioid MPNST,,,,,,,
9540/3,Rpt,MPNST with mesenchymal differentiation,,,,,,,
9540/3,Rpt,Melanotic MPNST,,,,,,,
9540/3,Rpt,Melanotic psammomatous MPNST,,,,,,,
9541/0,Rpt select for,Melanotic neurofibroma,"Brain, CNS, and Pituitary",,,,,,
9550/0,Rpt select for,Plexiform neurofibroma,"Brain, CNS, and Pituitary",,,,,,
9550/0,Rpt select for,Plexiform neuroma,"Brain, CNS, and Pituitary",,,,,,
9560/0,Rpt select for,"Neurilemoma, NOS","Brain, CNS, and Pituitary",,,,,,
9560/0,Rpt select for,"Schwannoma, NOS","Brain, CNS, and Pituitary",,,,,,
9560/0,Rpt select for,Neurinoma,"Brain, CNS, and Pituitary",,,,,,
9560/0,Rpt select for,Acoustic neuroma,"Brain, CNS, and Pituitary",,,,,,
9560/0,Rpt select for,Pigmented schwannoma,"Brain, CNS, and Pituitary",,,,,,
9560/0,Rpt select for,Melanotic schwannoma,"Brain, CNS, and Pituitary",,,,,,
9560/0,Rpt select for,Plexiform schwannoma,"Brain, CNS, and Pituitary",,,,,,
9560/0,Rpt select for,Cellular schwannoma,"Brain, CNS, and Pituitary",,,,,,
9560/0,Rpt select for,Degenerated schwannoma,"Brain, CNS, and Pituitary",,,,,,
9560/0,Rpt select for,Ancient schwannoma,"Brain, CNS, and Pituitary",,,,,,
9560/0,Rpt select for,Psammomatous schwannoma,"Brain, CNS, and Pituitary",,,,,,
9560/1,Rpt select for,Neurinomatosis,"Brain, CNS, and Pituitary",,,,,,
9561/3,Rpt,Malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation,,,,,,,
9561/3,Rpt,MPNST with rhabdomyoblastic differentiation,,,,,,,
9561/3,Rpt,"Triton tumor, malignant",,,,,,,
9561/3,Rpt,Malignant schwannoma with rhabdomyoblastic differentiation,,,,,,,
9562/0,Rpt select for,Neurothekeoma,"Brain, CNS, and Pituitary",,,,,,
9562/0,Rpt select for,Nerve sheath myxoma,"Brain, CNS, and Pituitary",,,,,,
9570/0,Rpt select for,"Neuroma, NOS","Brain, CNS, and Pituitary",,,,,,
9571/0,Rpt select for,"Perineurioma, NOS","Brain, CNS, and Pituitary",,,,,,
9571/0,Rpt select for,Intraneural perineurioma,"Brain, CNS, and Pituitary",,,,,,
9571/0,Rpt select for,Soft tissue perineurioma,"Brain, CNS, and Pituitary",,,,,,
9571/3,Rpt,"Perineurioma, malignant",,,,,,,
9571/3,Rpt,Perineural MPNST,,,,,,,
9580/0,Rpt select for,"Granular cell tumor, NOS","Brain, CNS, and Pituitary",,,,,,
9580/0,Rpt select for,"Granular cell myoblastoma, NOS","Brain, CNS, and Pituitary",,,,,,
9580/3,Rpt,"Granular cell tumor, malignant",,,,,,,
9580/3,Rpt,"Granular cell myoblastoma, malignant",,,,,,,
9581/3,Rpt,Alveolar soft part sarcoma,,,,,,,
9582/3,Rpt,Granular cell tumor of the sellar region,,,,,,,
9590/3,Rpt,"Malignant lymphoma, NOS",,,,,,,
9590/3,Rpt,"Lymphoma, NOS",,,,,,,
9591/3,Rpt,"Non-Hodgkin lymphoma, NOS",,,,,,,
9591/3,Rpt,"B cell lymphoma, NOS",,,,,,,
9591/3,Rpt,"Malignant lymphoma, non-cleaved cell, NOS",,,,,,,
9591/3,Rpt,"Malignant lymphoma, diffuse, NOS",,,,,,,
9591/3,Rpt,"Splenic B-cell lymphoma/leukemia, unclassifiable",,,,,,,
9591/3,Rpt,Splenic diffuse red pulp small B-cell lymphoma,,,,,,,
9591/3,Rpt,SMZL diffuse variant,,,,,,,
9591/3,Rpt,Splenic marginal zone diffuse variant,,,,,,,
9591/3,Rpt,Thrombocytic variant of hairy-cell leukemia,,,,,,,
9591/3,Rpt,Thrombocytic variant of HCL,,,,,,,
9591/3,Rpt,Hairy cell leukemia variant /prolymphocytic variant of hairy cell leukemia,,,,,,,
9591/3,Rpt,HCL-v,,,,,,,
9591/3,Rpt,Lymphocytic lymphoma simulating hairy cell leukemia,,,,,,,
9591/3,Rpt,Lymphomatosis cerebri,,,,,,,
9591/3,Rpt,"Malignant lymphoma, non-Hodgkin, NOS",,,,,,,
9591/3,Rpt,HL,,,,,,,
9591/3,Rpt,Pleomorphic variant of hairy cell leukemia,,,,,,,
9591/3,Rpt,Pleomorphic variant of HCL,,,,,,,
9596/3,Rpt,"B-cell lymphoma, unclassifiable, with features intermediate between diffuse large B-cell lymphoma and classical Hodgkin lymphoma",,,,,,,
9596/3,Rpt,Composite lymphoma,,,,,,,
9596/3,Rpt,Grey zone lymphoma,,,,,,,
9596/3,Rpt,Hodgkin-like anaplastic large cell lymphoma,,,,,,,
9596/3,Rpt,Large B-cell lymphoma with Hodgkin features,,,,,,,
9597/3,Rpt,Primary cutaneous follicle centre lymphoma,,,,,,,
9597/3,Rpt,"B-cell lymphoma, follicle type",,,,,,,
9597/3,Rpt,Crosti's disease,,,,,,,
9597/3,Rpt,Follicle cell lymphoma,,,,,,,
9597/3,Rpt,PCFCL,,,,,,,
9597/3,Rpt,"PCFCL, leg type",,,,,,,
9597/3,Rpt,Primary cutaneous follicle center lymphoma,,,,,,,
9597/3,Rpt,Reticulohistiocytoma of the dorsum,,,,,,,
9650/3,Rpt,Classical Hodgkin lymphoma,,,,,,,
9650/3,Rpt,"Hodgkin lymphoma, NOS",,,,,,,
9650/3,Rpt,HL,,,,,,,
9650/3,Rpt,CHL,,,,,,,
9650/3,Rpt,"Malignant lymphoma, Hodgkin",,,,,,,
9651/3,Rpt,"Classical Hodgkin lymphoma, lymphocyte- rich",,,,,,,
9651/3,Rpt,LR-cHL,,,,,,,
9651/3,Rpt,LRCHL,,,,,,,
9651/3,Rpt,"Hodgkin lymphoma, lymphocyte-rich",,,,,,,
9652/3,Rpt,"Classical Hodgkin lymphoma, mixed cellularity",,,,,,,
9652/3,Rpt,"Hodgkin lymphoma, mixed cellularity, NOS",,,,,,,
9652/3,Rpt,MCCHL,,,,,,,
9652/3,Rpt,MC-HL,,,,,,,
9653/3,Rpt,"Classical Hodgkin lymphoma, lymphocyte depletion",,,,,,,
9653/3,Rpt,"Hodgkin lymphoma, lymphocyte depletion",,,,,,,
9653/3,Rpt,LD-HL,,,,,,,
9653/3,Rpt,LDCHL,,,,,,,
9655/3,Rpt,"Hodgkin lymphoma, lymphocyte depletion, reticular",,,,,,,
9659/3,Rpt,Nodular lymphocyte predominant Hodgkin lymphoma,,,,,,,
9659/3,Rpt,"Hodgkin lymphoma, nodular lymphocyte predominance",,,,,,,
9659/3,Rpt,"Hodgkin lymphoma, lymphocyte predominance, nodular",,,,,,,
9659/3,Rpt,NLPHL,,,,,,,
9663/3,Rpt,"Classical Hodgkin lymphoma, nodular sclerosis",,,,,,,
9663/3,Rpt,"Hodgkin lymphoma, nodular sclerosis, NOS",,,,,,,
9663/3,Rpt,"Classical Hodgkin lymphoma, nodular sclerosis, syncytial variant",,,,,,,
9663/3,Rpt,"Hodgkin disease, nodular sclerosis, NOS",,,,,,,
9663/3,Rpt,"Hodgkin lymphoma, nodular sclerosis, NOS",,,,,,,
9663/3,Rpt,NS-HL,,,,,,,
9663/3,Rpt,NSCHL,,,,,,,
9663/3,Rpt,"Hodgkin disease, nodular sclerosis, syncytial variant",,,,,,,
9671/3,Rpt,"Malignant lymphoma, lymphoplasmacytic",,,,,,,
9671/3,Rpt,"Malignant lymphoma, lymphoplasmacytoid",,,,,,,
9671/3,Rpt,Immunocytoma,,,,,,,
9671/3,Rpt,LPL,,,,,,,
9673/3,Rpt,Mantle cell lymphoma,,,,,,,
9673/3,Rpt,Malignant lymphomatous polyposis,,,,,,,
9673/3,Rpt,"Mantle cell lymphoma, blastic",,,,,,,
9673/3,Rpt,"Mantle cell lymphoma, pleomorphic",,,,,,,
9673/3,Rpt,"Mantle cell lymphoma, small cell",,,,,,,
9673/3,Rpt,MCL,,,,,,,
9678/3,Rpt,Primary effusion lymphoma,,,,,,,
9678/3,Rpt,PEL,,,,,,,
9678/3,Rpt,Body-cavity based lymphoma,,,,,,,
9679/3,Rpt,Primary mediastinal (thymic) large B-cell lymphoma,,,,,,,
9679/3,Rpt,Med-DLBCL,,,,,,,
9679/3,Rpt,Thymic large B-cell lymphoma,,,,,,,
9679/3,Rpt,PMBL,,,,,,,
9680/3,Rpt,Diffuse large B-cell lymphoma,,,,,,,
9680/3,Rpt,"Malignant lymphoma, large B-cell, diffuse, NOS",,,,,,,
9680/3,Rpt,"Diffuse large B-cell lymphoma, NOS anaplastic variant",,,,,,,
9680/3,Rpt,"Diffuse large B-cell lymphoma, NOS centroblastic variant",,,,,,,
9680/3,Rpt,"Diffuse large B-cell lymphoma, NOS immunoblastic variant",,,,,,,
9680/3,Rpt,"Diffuse large B-cell lymphoma, NOS immunoblastic variant",,,,,,,
9680/3,Rpt,Diffuse large B-cell lymphoma/Intravascular large B-cell lymphoma,,,,,,,
9680/3,Rpt,DLBCL,,,,,,,
9680/3,Rpt,"B-cell lymphoma, unclassifiable, with features intermediate between diffuse large B-cell lymphoma and Burkitt",,,,,,,
9680/3,Rpt,EBV Positive diffuse large B-cell lymphoma of the elderly,,,,,,,
9680/3,Rpt,Germinal centre B-cell-like GCB,,,,,,,
9680/3,Rpt,Hodgkin-like anaplastic large cell lymphoma,,,,,,,
9680/3,Rpt,Lymphomatoid granulomatosis grade 3,,,,,,,
9680/3,Rpt,Primary diffuse large B-cell lymphoma of the CNS,,,,,,,
9680/3,Rpt,PCLBCL leg type,,,,,,,
9680/3,Rpt,PCNSL,,,,,,,
9680/3,Rpt,Primary CNS lymphoma,,,,,,,
9680/3,Rpt,"Primary cutaneous DLBCL, leg type",,,,,,,
9680/3,Rpt,"Primary cutaneous diffuse large B-cell lymphoma , leg type",,,,,,,
9680/3,Rpt,Primary intraoccular lymphoma,,,,,,,
9680/3,Rpt,Richter syndrome,,,,,,,
9680/3,Rpt,Splenic EBV-associated B-cell lymphoproliferative disorder,,,,,,,
9680/3,Rpt,"Malignant lymphoma, large cell, NOS",,,,,,,
9680/3,Rpt,"Malignant lymphoma, large cell, cleaved, diffuse",,,,,,,
9680/3,Rpt,"Malignant lymphoma, large cell, noncleaved, NOS",,,,,,,
9680/3,Rpt,"Malignant lymphoma, noncleaved, NOS",,,,,,,
9680/3,Rpt,"Malignant lymphoma, large B-cell, diffuse, centroblastic, NOS",,,,,,,
9680/3,Rpt,"Malignant lymphoma, centroblastic, NOS",,,,,,,
9680/3,Rpt,"Malignant lymphoma, centroblastic, diffuse",,,,,,,
9680/3,Rpt,"Malignant lymphoma, histiocytic, diffuse, NOS",,,,,,,
9680/3,Rpt,Non-germinal centre B-cell-like; non-GCB,,,,,,,
9680/3,Rpt,Anaplastic large B-cell lymphoma,,,,,,,
9680/3,Rpt,"Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS",,,,,,,
9680/3,Rpt,"Malignant lymphoma, immunoblastic, NOS",,,,,,,
9687/3,Rpt,Burkitt lymphoma,,,,,,,
9687/3,Rpt,"Malignant lymphoma, undifferentiated, Burkitt type",,,,,,,
9687/3,Rpt,"Malignant lymphoma, small noncleaved, Burkitt type",,,,,,,
9687/3,Rpt,Burkitt-like lymphoma,,,,,,,
9687/3,Rpt,Endemic BL,,,,,,,
9687/3,Rpt,BL,,,,,,,
9687/3,Rpt,Sporatic bL,,,,,,,
9688/3,Rpt,T-cell/histiocyte-rich large B-cell lymphoma,,,,,,,
9688/3,Rpt,Histiocyte rich/T-cell rich large B-cell lymphoma,,,,,,,
9688/3,Rpt,Large B-cell lymphoma rich in T-cells and simulating Hodgkin disease,,,,,,,
9688/3,Rpt,T-cell rich B-cell lymphoma,,,,,,,
9688/3,Rpt,THRLBCL,,,,,,,
9689/3,Rpt,Splenic marginal zone lymphoma,,,,,,,
9689/3,Rpt,Splenic marginal zone B-cell lymphoma,,,,,,,
9689/3,Rpt,Splenic MZL,,,,,,,
9689/3,Rpt,SMZL,,,,,,,
9689/3,Rpt,Splenic lymphoma with circulating villous lymphocytes,,,,,,,
9689/3,Rpt,Splenic lymphoma with villous lymphocytes,,,,,,,
9689/6,Rpt,SLVL,,,,,,,
9690/3,Rpt,Follicular lymphoma,,,,,,,
9690/3,Rpt,"Diffuse follicular lymphoma, NOS",,,,,,,
9690/3,Rpt,Extranodal follicular lymphoma,,,,,,,
9690/3,Rpt,FL,,,,,,,
9690/3,Rpt,Primary intestinal follicular lymphoma,,,,,,,
9690/3,Rpt,"Malignant lymphoma, follicular, NOS",,,,,,,
9690/3,Rpt,"Malignant lymphoma, follicle center, follicular",,,,,,,
9690/3,Rpt,"Malignant lymphoma, follicle center, NOS",,,,,,,
9690/3,Rpt,Other extranodal follicular lymphoma,,,,,,,
9690/3,Rpt,Pediatric follicular lymphoma,,,,,,,
9691/3,Rpt,"Follicular lymphoma, grade 2",,,,,,,
9695/3,Rpt,"Follicular lymphoma, grade 1",,,,,,,
9695/3,Rpt,"Follicular lymphoma, small cleaved cell",,,,,,,
9698/3,Rpt,"Follicular lymphoma, grade 3",,,,,,,
9698/3,Rpt,"Follicular lymphoma, diffuse, grade 3",,,,,,,
9698/3,Rpt,"Diffuse, follicular lymphoma, grade 3",,,,,,,
9698/3,Rpt,"Follicular lymphoma, grade 3A",,,,,,,
9698/3,Rpt,"Follicular lymphoma, grade 3B",,,,,,,
9698/3,Rpt,"Follicular lymphoma, high grade",,,,,,,
9698/3,Rpt,"Grade 3, follicular lymphoma, diffuse",,,,,,,
9698/3,Rpt,"Malignant lymphoma, large cell, follicular, NOS",,,,,,,
9698/3,Rpt,"Malignant lymphoma, noncleaved, follicular",,,,,,,
9698/3,Rpt,"Malignant lymphoma, histiocytic, nodular",,,,,,,
9698/3,Rpt,"Malignant lymphoma, large cleaved cell, follicular",,,,,,,
9698/3,Rpt,"Malignant lymphoma, centroblastic, follicular",,,,,,,
9698/3,Rpt,"Malignant lymphoma, lymphocytic, well differentiated, nodular",,,,,,,
9699/3,Rpt,Extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue,,,,,,,
9699/3,Rpt,"Marginal zone B-cell lymphoma, NOS",,,,,,,
9699/3,Rpt,"Marginal zone lymphoma, NOS",,,,,,,
9699/3,Rpt,Mucosal-associated lymphoid tissue lymphoma,,,,,,,
9699/3,Rpt,MALT lymphoma,,,,,,,
9699/3,Rpt,Bronchial-associated lymphoid tissue lymphoma,,,,,,,
9699/3,Rpt,BALT lymphoma,,,,,,,
9699/3,Rpt,Skin-associated lymphoid tissue lymphoma,,,,,,,
9699/3,Rpt,SALT lymphoma,,,,,,,
9699/3,Rpt,Monocytoid B-cell lymphoma,,,,,,,
9699/3,Rpt,"Marginal zone B-cell lymphoma, NOS ",,,,,,,
9699/3,Rpt,Nodal marginal zone lymphoma ,,,,,,,
9699/3,Rpt,NMZL,,,,,,,
9699/3,Rpt,Parafollicular B-cell lymphoma,,,,,,,
9699/3,Rpt,Pediatric nodular marginal zone lymphoma,,,,,,,
9700/3,Rpt,Mycosis fungoides,,,,,,,
9700/3,Rpt,CTCL,,,,,,,
9700/3,Rpt,Folliculotropic MF,,,,,,,
9700/3,Rpt,Granulomatous slack skin,,,,,,,
9700/3,Rpt,GSS,,,,,,,
9700/3,Rpt,Ketron-Goodman disease,,,,,,,
9700/3,Rpt,"Kiel: small cell, cerebriform",,,,,,,
9700/3,Rpt,MF,,,,,,,
9700/3,Rpt,Pagetoid reticulosis,,,,,,,
9700/3,Rpt,Woringer-Kolopp type,,,,,,,
9701/3,Rpt,Sezary syndrome,,,,,,,
9701/3,Rpt,Sezary disease,,,,,,,
9701/3,Rpt,"T-cell lymphoma, NOS",,,,,,,
9702/3,Rpt,Peripheral T-cell lymphoma,,,,,,,
9702/3,Rpt,"Mature T-cell lymphoma, NOS",,,,,,,
9702/3,Rpt,Paracortical nodular T-cell lymphoma,,,,,,,
9702/3,Rpt,"Perifollicular T-cell lymphoma, NOS",,,,,,,
9702/3,Rpt,"Peripheral T-cell lymphoma, pleomorphic small cell",,,,,,,
9702/3,Rpt,"Peripheral T-cell lymphoma, pleomorphic medium and large cell",,,,,,,
9702/3,Rpt,"Peripheral T-cell lymphoma, large cell",,,,,,,
9702/3,Rpt,T-zone lymphoma,,,,,,,
9702/3,Rpt,Lymphoepithelioid lymphoma,,,,,,,
9702/3,Rpt,Lennert lymphoma,,,,,,,
9702/3,Rpt,"Anaplastic large cell lymphoma, ALK-negative",,,,,,,
9702/3,Rpt,Expanded mantle-zone T-cell lymphoma,,,,,,,
9702/3,Rpt,"Follicular T-cell lymphoma, NOS",,,,,,,
9702/3,Rpt,Intrafollicular T-cell lymphoma,,,,,,,
9705/3,Rpt,Angioimmunoblastic T-cell lymphoma,,,,,,,
9705/3,Rpt,AITL,,,,,,,
9705/3,Rpt,Angioimmunoblastic lymphadenopathy with dysproteinemia,,,,,,,
9705/3,Rpt,"Peripheral T-cell lymphoma, AILD (Angioimmunoblastic",,,,,,,
9708/3,Rpt,Subcutaneous panniculitis-like T-cell lymphoma,,,,,,,
9708/3,Rpt,SPTCL,,,,,,,
9709/3,Rpt,Primary cutaneous T-cell lymphoma,,,,,,,
9709/3,Rpt,Primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell lymphoma,,,,,,,
9709/3,Rpt,Primary cutaneous CD4 positive small/medium cell T-cell lymphoma,,,,,,,
9712/3,Rpt,Intravascular large B-cell lymphoma,,,,,,,
9712/3,Rpt,IVLBCL,,,,,,,
9712/3,Rpt,Angiotropic large cell lymphoma,,,,,,,
9714/3,Rpt,"Anaplastic large cell lymphoma, ALK-positive",,,,,,,
9714/3,Rpt,"Anaplastic large cell lymphoma, T cell and Null cell type",,,,,,,
9714/3,Rpt,"Anaplastic large cell lymphoma, small cell variant",,,,,,,
9714/3,Rpt,"ALCL, ALK+",,,,,,,
9714/3,Rpt,"Anaplastic large cell lymphoma, CD30+",,,,,,,
9714/3,Rpt,"Anaplastic large cell lymphoma, NOS",,,,,,,
9716/3,Rpt,Hepatosplenic T-cell lymphoma,,,,,,,
9716/3,Rpt,Hepatosplenic  (gamma-delta) cell lymphoma,,,,,,,
9716/3,Rpt,Hepatosplenic gamma-delta cell lymphoma,,,,,,,
9716/3,Rpt,HSTCL,,,,,,,
9716/3,Rpt,HSTL,,,,,,,
9717/3,Rpt,Enteropathy associated T-cell lymphoma,,,,,,,
9717/3,Rpt,Intestinal T-cell lymphoma,,,,,,,
9717/3,Rpt,EATL,,,,,,,
9717/3,Rpt,Enteropathy type T-cell lymphoma,,,,,,,
9717/3,Rpt,Enteropathy type intestinal T-cell lymphoma,,,,,,,
9717/3,Rpt,Enteropathy peripheral T-cell lymphoma,,,,,,,
9718/3,Rpt,Primary cutaneous anaplastic large cell lymphoma,,,,,,,
9718/3,Rpt,Primary cutaneous CD30+ T-cell lymphoproliferative disorder,,,,,,,
9718/3,Rpt,Primary cutaneous CD30+ large T-cell lymphoma,,,,,,,
9718/3,Rpt,C-ALCL,,,,,,,
9719/3,Rpt,"Extranodal NK-/T-cell lymphoma, nasal type",,,,,,,
9719/3,Rpt,Angiocentric immunoproliferative lesion,,,,,,,
9719/3,Rpt,Extranasal NK/T-cell lymphoma,,,,,,,
9719/3,Rpt,Lethal granuloma,,,,,,,
9719/3,Rpt,Lethal midline granuloma,,,,,,,
9719/3,Rpt,"NK/T-cell lymphoma, nasal and nasal-type",,,,,,,
9719/3,Rpt,T/NK-cell lymphoma,,,,,,,
9724/3,Rpt,Systemic EBV-positive T-cell lymphoproliferative disease of childhood,,,,,,,
9725/3,Rpt,Hydroa vacciniforme-like lymphoma,,,,,,,
9726/3,Rpt,Primary cutaneous gamma-delta T-cell lymphoma,,,,,,,
9726/3,Rpt,PCFD-TCL,,,,,,,
9727/3,Rpt,Blastic plasmacytoid dendritic cell neoplasm,,,,,,,
9727/3,Rpt,Blastic plasmacytoid dendritic cell neoplasm,,,,,,,
9727/3,Rpt,Agranular CD4+ natural killer cell leukemia,,,,,,,
9727/3,Rpt,Agranular CD4+CD56+ hematodermic neoplasm/tumor,,,,,,,
9727/3,Rpt,Blastic natural killer leukemia/lymphoma,,,,,,,
9727/3,Rpt,BPDC,,,,,,,
9727/3,Rpt,LBL,,,,,,,
9727/3,Rpt,"Mlalignant lymphoma, lymphoblastic, NOS",,,,,,,
9727/3,Rpt,Monomorphic NK-cell lymphoma,,,,,,,
9727/3,Rpt,"Precursor cell lymphoblastic lymphoma, NOS",,,,,,,
9731/3,Rpt,Solitary plasmacytoma of bone,,,,,,,
9731/3,Rpt,"Plasmacytoma, NOS",,,,,,,
9731/3,Rpt,Plasmacytoma of bone,,,,,,,
9731/3,Rpt,Plasma cell tumor,,,,,,,
9731/3,Rpt,Solitary myeloma,,,,,,,
9731/3,Rpt,Solitary plasmacytoma,,,,,,,
9732/3,Rpt,Plasma cell myeloma,,,,,,,
9732/3,Rpt,Multiple myeloma,,,,,,,
9732/3,Rpt,"Myeloma, NOS",,,,,,,
9732/3,Rpt,Myelomatosis,,,,,,,
9732/3,Rpt,Alpha plasma cell myeloma,,,,,,,
9732/3,Rpt,Alpha PCM,,,,,,,
9732/3,Rpt,Early multiple myeloma,,,,,,,
9732/3,Rpt,Evolving multiple myeloma,,,,,,,
9732/3,Rpt,Evolving plasma cell myeloma,,,,,,,
9732/3,Rpt,Indolent myeloma,,,,,,,
9732/3,Rpt,Indolent plasma cell myeloma,,,,,,,
9732/3,Rpt,Kahler's disease,,,,,,,
9732/3,Rpt,Medullary plasmacytoma,,,,,,,
9732/3,Rpt,Non-secretory myeloma,,,,,,,
9732/3,Rpt,Plasma cell leukemia,,,,,,,
9732/3,Rpt,Plasmacytic leukemia,,,,,,,
