diagnosis_name,icdo3_code,synonym_name
"hepatocellular carcinoma, spindle cell variant",8173/3,sarcomatoid hepatocellular carcinoma
"hepatocellular carcinoma, spindle cell variant",8173/3,hepatocellular carcinoma sarcomatoid
"hepatocellular carcinoma, clear cell type",8174/3,clear cell type hepatocellular carcinoma
"hepatocellular carcinoma, clear cell type",8174/3,hepatocellular carcinoma clear cell type
"hepatocellular carcinoma, pleomorphic type",8175/3,pleomorphic type hepatocellular carcinoma
"hepatocellular carcinoma, pleomorphic type",8175/3,hepatocellular carcinoma pleomorphic type
combined hepatocellular carcinoma and cholangiocarcinoma,8180/3,mixed hepatocellular and bile duct carcinoma
combined hepatocellular carcinoma and cholangiocarcinoma,8180/3,hepatocholangiocarcinoma
trabecular adenocarcinoma,8190/3,trabecular carcinoma
eccrine dermal cylindroma,8200/0,turban tumor
eccrine dermal cylindroma,8200/0,cylindroma of skin
adenoid cystic carcinoma,8200/3,adenocystic carcinoma
adenoid cystic carcinoma,8200/3,"cylindroma, nos"
adenoid cystic carcinoma,8200/3,"adenocarcinoma, cylindroid"
adenoid cystic carcinoma,8200/3,"bronchial adenoma, cylindroid"
adenoid cystic carcinoma,8200/3,cylindroma
adenoid cystic carcinoma,8200/3,cylindroid adenocarcinoma
adenoid cystic carcinoma,8200/3,adenocarcinoma cylindroid
adenoid cystic carcinoma,8200/3,cylindroid bronchial adenoma
adenoid cystic carcinoma,8200/3,bronchial adenoma cylindroid
cribriform carcinoma in situ,8201/2,"ductal carcinoma in situ, cribriform type"
cribriform carcinoma in situ,8201/2,cribriform type ductal carcinoma in situ
cribriform carcinoma in situ,8201/2,ductal carcinoma in situ cribriform type
"cribriform carcinoma, nos",8201/3,"ductal carcinoma, cribriform type"
"cribriform carcinoma, nos",8201/3,cribriform carcinoma
"cribriform carcinoma, nos",8201/3,cribriform type ductal carcinoma
"cribriform carcinoma, nos",8201/3,ductal carcinoma cribriform type
"adenomatous polyp, nos",8210/0,polypoid adenoma
"adenomatous polyp, nos",8210/0,adenomatous polyp
adenocarcinoma in situ in adenomatous polyp,8210/2,adenocarcinoma in situ in tubular adenoma
adenocarcinoma in situ in adenomatous polyp,8210/2,carcinoma in situ in adenomatous polyp
adenocarcinoma in situ in adenomatous polyp,8210/2,adenocarcinoma in situ in polypoid adenoma
adenocarcinoma in situ in adenomatous polyp,8210/2,"adenocarcinoma in situ in a polyp, nos"
adenocarcinoma in situ in adenomatous polyp,8210/2,"carcinoma in situ in a polyp, nos"
adenocarcinoma in situ in adenomatous polyp,8210/2,adenocarcinoma in situ in a polyp
adenocarcinoma in situ in adenomatous polyp,8210/2,carcinoma in situ in a polyp
adenocarcinoma in adenomatous polyp,8210/3,adenocarcinoma in tubular adenoma
adenocarcinoma in adenomatous polyp,8210/3,carcinoma in adenomatous polyp
adenocarcinoma in adenomatous polyp,8210/3,adenocarcinoma in polypoid adenoma
adenocarcinoma in adenomatous polyp,8210/3,"adenocarcinoma in a polyp, nos"
adenocarcinoma in adenomatous polyp,8210/3,"carcinoma in a polyp, nos"
adenocarcinoma in adenomatous polyp,8210/3,adenocarcinoma in a polyp
adenocarcinoma in adenomatous polyp,8210/3,carcinoma in a polyp
"tubular adenoma, nos",8211/0,tubular adenoma
tubular adenocarcinoma,8211/3,tubular carcinoma
serrated adenoma,8213/0,mixed adenomatous and hyperplastic polyp
parietal cell carcinoma,8214/3,parietal cell adenocarcinoma
adenocarcinoma of anal glands,8215/3,adenocarcinoma of anal ducts
adenomatous polyposis coli,8220/0,familial polyposis coli
adenomatous polyposis coli,8220/0,"adenomatosis, nos"
adenomatous polyposis coli,8220/0,adenomatosis
"ductal carcinoma in situ, solid type",8230/2,"intraductal carcinoma, solid type"
"ductal carcinoma in situ, solid type",8230/2,solid type ductal carcinoma in situ
"ductal carcinoma in situ, solid type",8230/2,ductal carcinoma in situ solid type
"ductal carcinoma in situ, solid type",8230/2,solid type intraductal carcinoma
"ductal carcinoma in situ, solid type",8230/2,intraductal carcinoma solid type
"solid carcinoma, nos",8230/3,solid carcinoma with mucin formation
"solid carcinoma, nos",8230/3,solid adenocarcinoma with mucin formation
"solid carcinoma, nos",8230/3,solid carcinoma
carcinoid tumor of uncertain malignant potential,8240/1,"carcinoid tumor, nos, of appendix"
carcinoid tumor of uncertain malignant potential,8240/1,"carcinoid, nos, of appendix"
carcinoid tumor of uncertain malignant potential,8240/1,"carcinoid tumor, argentaffin, nos"
carcinoid tumor of uncertain malignant potential,8240/1,"argentaffinoma, nos"
carcinoid tumor of uncertain malignant potential,8240/1,of appendix carcinoid tumor
carcinoid tumor of uncertain malignant potential,8240/1,carcinoid tumor of appendix
carcinoid tumor of uncertain malignant potential,8240/1,of appendix carcinoid
carcinoid tumor of uncertain malignant potential,8240/1,carcinoid of appendix
carcinoid tumor of uncertain malignant potential,8240/1,argentaffin carcinoid tumor
carcinoid tumor of uncertain malignant potential,8240/1,carcinoid tumor argentaffin
carcinoid tumor of uncertain malignant potential,8240/1,argentaffinoma
"carcinoid tumor, nos",8240/3,"carcinoid, nos"
"carcinoid tumor, nos",8240/3,typical carcinoid
"carcinoid tumor, nos",8240/3,"bronchial adenoma, carcinoid"
"carcinoid tumor, nos",8240/3,carcinoid tumor
"carcinoid tumor, nos",8240/3,carcinoid
"carcinoid tumor, nos",8240/3,carcinoid bronchial adenoma
"carcinoid tumor, nos",8240/3,bronchial adenoma carcinoid
enterochromaffin cell carcinoid,8241/3,"carcinoid tumor, argentaffin, malignant"
enterochromaffin cell carcinoid,8241/3,"argentaffinoma, malignant"
enterochromaffin cell carcinoid,8241/3,ec cell carcinoid
enterochromaffin cell carcinoid,8241/3,serotonin producing carcinoid
enterochromaffin cell carcinoid,8241/3,malignant argentaffin carcinoid tumor
enterochromaffin cell carcinoid,8241/3,carcinoid tumor argentaffin malignant
enterochromaffin cell carcinoid,8241/3,malignant argentaffinoma
enterochromaffin cell carcinoid,8241/3,argentaffinoma malignant
"enterochromaffin-like cell carcinoid, nos",8242/1,"ecl cell carcinoid, nos"
"enterochromaffin-like cell carcinoid, nos",8242/1,enterochromaffin-like cell carcinoid
"enterochromaffin-like cell carcinoid, nos",8242/1,ecl cell carcinoid
"enterochromaffin-like cell tumor, malignant",8242/3,"ecl cell carcinoid, malignant"
"enterochromaffin-like cell tumor, malignant",8242/3,malignant enterochromaffin-like cell tumor
"enterochromaffin-like cell tumor, malignant",8242/3,enterochromaffin-like cell tumor malignant
"enterochromaffin-like cell tumor, malignant",8242/3,malignant ecl cell carcinoid
"enterochromaffin-like cell tumor, malignant",8242/3,ecl cell carcinoid malignant
goblet cell carcinoid,8243/3,mucocarcinoid tumor
goblet cell carcinoid,8243/3,mucinous carcinoid
composite carcinoid,8244/3,combined carcinoid and adenocarcinoma
composite carcinoid,8244/3,mixed carcinoid-adenocarcinoma
"neuroendocrine carcinoma, nos",8246/3,neuroendocrine carcinoma
merkel cell carcinoma,8247/3,merkel cell tumor
merkel cell carcinoma,8247/3,primary cutaneous neuroendocrine carcinoma
"bronchiolo-alveolar adenocarcinoma, nos",8250/3,"bronchiolo-alveolar carcinoma, nos"
"bronchiolo-alveolar adenocarcinoma, nos",8250/3,bronchiolar adenocarcinoma
"bronchiolo-alveolar adenocarcinoma, nos",8250/3,bronchiolar carcinoma
"bronchiolo-alveolar adenocarcinoma, nos",8250/3,alveolar cell carcinoma
"bronchiolo-alveolar adenocarcinoma, nos",8250/3,bronchiolo-alveolar adenocarcinoma
"bronchiolo-alveolar adenocarcinoma, nos",8250/3,bronchiolo-alveolar carcinoma
alveolar adenocarcinoma,8251/3,alveolar carcinoma
"bronchiolo-alveolar carcinoma, non- mucinous",8252/3,"bronchiolo-alveolar carcinoma, clara cell"
"bronchiolo-alveolar carcinoma, non- mucinous",8252/3,"bronchiolo-alveolar carcinoma, type ii pneumocyte"
"bronchiolo-alveolar carcinoma, non- mucinous",8252/3,non- mucinous bronchiolo-alveolar carcinoma
"bronchiolo-alveolar carcinoma, non- mucinous",8252/3,bronchiolo-alveolar carcinoma non- mucinous
"bronchiolo-alveolar carcinoma, non- mucinous",8252/3,clara cell bronchiolo-alveolar carcinoma
"bronchiolo-alveolar carcinoma, non- mucinous",8252/3,bronchiolo-alveolar carcinoma clara cell
"bronchiolo-alveolar carcinoma, non- mucinous",8252/3,type ii pneumocyte bronchiolo-alveolar carcinoma
"bronchiolo-alveolar carcinoma, non- mucinous",8252/3,bronchiolo-alveolar carcinoma type ii pneumocyte
"bronchiolo-alveolar carcinoma, mucinous",8253/3,"bronchiolo-alveolar carcinoma, goblet cell type"
"bronchiolo-alveolar carcinoma, mucinous",8253/3,mucinous bronchiolo-alveolar carcinoma
"bronchiolo-alveolar carcinoma, mucinous",8253/3,bronchiolo-alveolar carcinoma mucinous
"bronchiolo-alveolar carcinoma, mucinous",8253/3,goblet cell type bronchiolo-alveolar carcinoma
"bronchiolo-alveolar carcinoma, mucinous",8253/3,bronchiolo-alveolar carcinoma goblet cell type
"bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous",8254/3,"bronchiolo-alveolar carcinoma, clara cell and goblet cell type"
"bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous",8254/3,"bronchiolo-alveolar carcinoma, type ii pneumocyte and goblet cell type"
"bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous",8254/3,"bronchiolo-alveolar carcinoma, indeterminate type"
"bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous",8254/3,mixed mucinous and non-mucinous bronchiolo-alveolar carcinoma
"bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous",8254/3,bronchiolo-alveolar carcinoma mixed mucinous and non-mucinous
"bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous",8254/3,clara cell and goblet cell type bronchiolo-alveolar carcinoma
"bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous",8254/3,bronchiolo-alveolar carcinoma clara cell and goblet cell type
"bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous",8254/3,type ii pneumocyte and goblet cell type bronchiolo-alveolar carcinoma
"bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous",8254/3,bronchiolo-alveolar carcinoma type ii pneumocyte and goblet cell type
"bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous",8254/3,indeterminate type bronchiolo-alveolar carcinoma
"bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous",8254/3,bronchiolo-alveolar carcinoma indeterminate type
adenocarcinoma with mixed subtypes,8255/3,adenocarcinoma combined with other types of carcinoma
"papillary adenoma, nos",8260/0,glandular papilloma
"papillary adenoma, nos",8260/0,papillary adenoma
"papillary adenocarcinoma, nos",8260/3,papillary carcinoma of thyroid
"papillary adenocarcinoma, nos",8260/3,papillary renal cell carcinoma
"papillary adenocarcinoma, nos",8260/3,papillary adenocarcinoma
"villous adenoma, nos",8261/0,villous papilloma
"villous adenoma, nos",8261/0,villous adenoma
"tubulovillous adenoma, nos",8263/0,villoglandular adenoma
"tubulovillous adenoma, nos",8263/0,papillotubular adenoma
"tubulovillous adenoma, nos",8263/0,tubulovillous adenoma
adenocarcinoma in tubulovillous adenoma,8263/3,papillotubular adenocarcinoma
adenocarcinoma in tubulovillous adenoma,8263/3,tubulopapillary adenocarcinoma
"papillomatosis, glandular",8264/0,biliary papillomatosis
"papillomatosis, glandular",8264/0,glandular papillomatosis
"papillomatosis, glandular",8264/0,papillomatosis glandular
chromophobe carcinoma,8270/3,chromophobe adenocarcinoma
"pituitary adenoma, nos",8272/0,pituitary adenoma
"pituitary carcinoma, nos",8272/3,pituitary carcinoma
acidophil adenoma,8280/0,eosinophil adenoma
acidophil carcinoma,8280/3,acidophil adenocarcinoma
acidophil carcinoma,8280/3,eosinophil carcinoma
acidophil carcinoma,8280/3,eosinophil adenocarcinoma
oxyphilic adenoma,8290/0,oncocytic adenoma
oxyphilic adenoma,8290/0,oncocytoma
oxyphilic adenoma,8290/0,hurthle cell adenoma
oxyphilic adenoma,8290/0,hurthle cell tumor
oxyphilic adenoma,8290/0,"follicular adenoma, oxyphilic cell"
oxyphilic adenoma,8290/0,oxyphilic cell follicular adenoma
oxyphilic adenoma,8290/0,follicular adenoma oxyphilic cell
oxyphilic adenocarcinoma,8290/3,oncocytic carcinoma
oxyphilic adenocarcinoma,8290/3,oncocytic adenocarcinoma
oxyphilic adenocarcinoma,8290/3,hurthle cell carcinoma
oxyphilic adenocarcinoma,8290/3,hurthle cell adenocarcinoma
oxyphilic adenocarcinoma,8290/3,"follicular carcinoma, oxyphilic cell"
oxyphilic adenocarcinoma,8290/3,oxyphilic cell follicular carcinoma
oxyphilic adenocarcinoma,8290/3,follicular carcinoma oxyphilic cell
basophil adenoma,8300/0,mucoid cell adenoma
basophil carcinoma,8300/3,basophil adenocarcinoma
basophil carcinoma,8300/3,mucoid cell adenocarcinoma
"clear cell adenocarcinoma, nos",8310/3,clear cell carcinoma
"clear cell adenocarcinoma, nos",8310/3,"clear cell adenocarcinoma, mesonephroid"
"clear cell adenocarcinoma, nos",8310/3,clear cell adenocarcinoma
"clear cell adenocarcinoma, nos",8310/3,mesonephroid clear cell adenocarcinoma
"clear cell adenocarcinoma, nos",8310/3,clear cell adenocarcinoma mesonephroid
"renal cell carcinoma, nos",8312/3,renal cell adenocarcinoma
"renal cell carcinoma, nos",8312/3,grawitz tumor
"renal cell carcinoma, nos",8312/3,hypernephroma
"renal cell carcinoma, nos",8312/3,renal cell carcinoma
clear cell adenofibroma,8313/0,clear cell cystadenofibroma
clear cell adenofibroma of borderline malignancy,8313/1,clear cell cystadenofibroma of borderline malignancy
clear cell adenocarcinofibroma,8313/3,clear cell cystadenocarcinofibroma
"renal cell carcinoma, chromophobe type",8317/3,chromophobe cell renal carcinoma
"renal cell carcinoma, chromophobe type",8317/3,chromophobe type renal cell carcinoma
"renal cell carcinoma, chromophobe type",8317/3,renal cell carcinoma chromophobe type
"renal cell carcinoma, sarcomatoid",8318/3,"renal cell carcinoma, spindle cell"
"renal cell carcinoma, sarcomatoid",8318/3,sarcomatoid renal cell carcinoma
"renal cell carcinoma, sarcomatoid",8318/3,renal cell carcinoma sarcomatoid
"renal cell carcinoma, sarcomatoid",8318/3,spindle cell renal cell carcinoma
"renal cell carcinoma, sarcomatoid",8318/3,renal cell carcinoma spindle cell
collecting duct carcinoma,8319/3,bellini duct carcinoma
collecting duct carcinoma,8319/3,"renal carcinoma, collecting duct type"
collecting duct carcinoma,8319/3,collecting duct type renal carcinoma
collecting duct carcinoma,8319/3,renal carcinoma collecting duct type
granular cell carcinoma,8320/3,granular cell adenocarcinoma
water-clear cell adenocarcinoma,8322/3,water-clear cell carcinoma
lipoadenoma,8324/0,adenolipoma
"follicular adenocarcinoma, nos",8330/3,"follicular carcinoma, nos"
"follicular adenocarcinoma, nos",8330/3,follicular adenocarcinoma
"follicular adenocarcinoma, nos",8330/3,follicular carcinoma
"follicular adenocarcinoma, well differentiated",8331/3,"follicular carcinoma, well differentiated"
"follicular adenocarcinoma, well differentiated",8331/3,well differentiated follicular adenocarcinoma
"follicular adenocarcinoma, well differentiated",8331/3,follicular adenocarcinoma well differentiated
"follicular adenocarcinoma, well differentiated",8331/3,well differentiated follicular carcinoma
"follicular adenocarcinoma, well differentiated",8331/3,follicular carcinoma well differentiated
"follicular adenocarcinoma, trabecular",8332/3,"follicular carcinoma, trabecular"
"follicular adenocarcinoma, trabecular",8332/3,"follicular adenocarcinoma, moderately differentiated"
"follicular adenocarcinoma, trabecular",8332/3,"follicular carcinoma, moderately differentiated"
"follicular adenocarcinoma, trabecular",8332/3,trabecular follicular adenocarcinoma
"follicular adenocarcinoma, trabecular",8332/3,follicular adenocarcinoma trabecular
"follicular adenocarcinoma, trabecular",8332/3,trabecular follicular carcinoma
"follicular adenocarcinoma, trabecular",8332/3,follicular carcinoma trabecular
"follicular adenocarcinoma, trabecular",8332/3,moderately differentiated follicular adenocarcinoma
